accuracy,loss
0.5,0.693517804145813
0.625,0.6920043230056763
0.5,0.6887704133987427
0.875,0.6837252378463745
0.875,0.6822015643119812
0.75,0.6785727739334106
1.0,0.6747568845748901
1.0,0.6711822748184204
1.0,0.668721616268158
1.0,0.6652399301528931
1.0,0.6604469418525696
1.0,0.6564239263534546
1.0,0.6517547369003296
1.0,0.6459328532218933
1.0,0.6413450837135315
1.0,0.6362805366516113
1.0,0.6294757723808289
1.0,0.623529314994812
1.0,0.6162129640579224
1.0,0.6089150905609131
