accuracy,loss,val_accuracy,val_loss
0.45393332839012146,1.5250250101089478,0.5569999814033508,1.2460514307022095
0.585777759552002,1.174598217010498,0.5902000069618225,1.1911342144012451
0.6365777850151062,1.0405577421188354,0.6413999795913696,1.047032356262207
0.6692444682121277,0.9562880396842957,0.6682000160217285,0.972854495048523
0.6925777792930603,0.8856349587440491,0.6725999712944031,0.9479159116744995
0.7098888754844666,0.8308883905410767,0.694599986076355,0.897050678730011
0.7317555546760559,0.7788786292076111,0.7052000164985657,0.8670458197593689
0.7467111349105835,0.7335443496704102,0.7182000279426575,0.8459184765815735
0.7623999714851379,0.690146803855896,0.7017999887466431,0.8964635729789734
0.7736222147941589,0.651753842830658,0.7081999778747559,0.8730869889259338
