Learning_Rate,Batch_Size,Test_Loss,Test_Accuracy,Training_Time_Seconds,Final_Validation_Accuracy,Final_Validation_Loss
0.001,16,0.2599247395992279,0.9154999852180481,11.739837884902954,0.9409999847412109,0.19398951530456543
0.001,32,0.24919568002223969,0.9229999780654907,7.001254081726074,0.9399999976158142,0.1917399913072586
0.001,64,0.2634976804256439,0.9200000166893005,4.715536117553711,0.9449999928474426,0.18836559355258942
0.01,16,0.37999415397644043,0.906499981880188,11.400465726852417,0.9290000200271606,0.311376690864563
0.01,32,0.42035526037216187,0.9079999923706055,6.923677444458008,0.9309999942779541,0.3462039530277252
0.01,64,0.2709631323814392,0.9359999895095825,4.757622718811035,0.9490000009536743,0.19896505773067474
0.1,16,2.146589994430542,0.44449999928474426,12.227723121643066,0.5180000066757202,1.4621793031692505
0.1,32,1.2334132194519043,0.6865000128746033,6.8274126052856445,0.7549999952316284,0.9586182832717896
0.1,64,0.7688117623329163,0.8399999737739563,4.396941661834717,0.8629999756813049,0.6155694127082825
