feature,importance
feature_square,0.15734858676341493
existing_feature,0.15135883170134412
feature_interaction,0.14598245844521177
feature2,0.1449337296958757
feature_log,0.1424309029412523
feature_sqrt,0.13972064211737337
feature1,0.1182248483355279
